filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
classical.00071.4.wav,66149,0.20643611252307892,0.081820346,0.041960921,0.000112814,1366.946646153582,17548.87266170667,1583.8311746379754,14781.110888949679,2648.169884314904,87261.51054092411,0.061110276442307696,0.000131334,-7.01E-05,0.001614244,-0.000139543,4.600563624990173e-05,143.5546875,-251.7696381,462.8693542480469,145.1290283203125,116.55891418457031,-32.99713135,50.54458236694336,34.551883697509766,25.48755645751953,-0.080868997,30.22214698791504,-4.232699871,25.06244659423828,-1.184652567,17.12792969,-2.437577963,24.147367477416992,-0.837860882,15.031641006469727,-5.914309502,19.312833786010742,-14.21673679,20.47341537475586,-5.721195221,20.601940155029297,-0.267010838,16.12695313,-3.584622622,19.681148529052734,0.6077681183815002,25.436134338378906,6.965783596038818,36.633880615234375,4.336900234222412,43.07831954956055,2.1438844203948975,43.78480911254883,1.4346832036972046,56.013545989990234,-0.274975359,90.00503540039062,classical
classical.00023.5.wav,66149,0.2566833198070526,0.085528709,0.018494445830583572,2.147675331798382e-05,1045.7339720286159,52732.421898932625,1418.9355117280993,12145.782492815473,1969.4598858173076,393589.52796106506,0.050717398,0.000325934,-1.52E-05,0.0003249,-2.66E-05,4.787917077919701e-06,184.5703125,-384.3468018,4145.220703,168.40098571777344,66.47319030761719,-11.41598225,426.0293273925781,40.08614730834961,32.39033508300781,0.7826451063156128,47.95319747924805,15.416949272155762,22.518888473510742,-8.089229584,37.46274185180664,14.814817428588867,35.697574615478516,-7.030288219,35.90755844116211,8.991790771484375,95.31006622314453,-21.50292206,86.69557953,-4.704031467,132.71112060546875,-10.07090092,25.079647064208984,0.7949223518371582,38.80586624145508,-1.509099007,32.85066604614258,6.5266923904418945,21.66088104248047,6.084677219390869,21.497713088989258,15.04519271850586,37.39892578,1.9596378803253174,22.344676971435547,-9.42288208,47.11371994018555,classical
classical.00029.0.wav,66149,0.2385091334581375,0.082296349,0.020959265530109406,0.000818906,1283.9470373783981,254379.01505861638,1473.4499756125115,121273.44434915225,2430.2704326923076,930578.4856174118,0.074012169,0.001496883,9.474362059336272e-07,0.001018489,3.145103619317524e-05,4.997697760700248e-05,67.99958881578948,-429.8098755,11770.07031,127.83798217773438,3106.087891,-1.829778552,465.51910400390625,34.37522506713867,158.29156494140625,11.503495216369629,98.26370239257812,3.8125667572021484,38.884925842285156,2.3152694702148438,91.75898742675781,4.845760822296143,37.59859085083008,-6.371537209,39.62240982055664,3.322242259979248,43.580963134765625,2.829080343,116.43246459960938,11.5599947,196.1707000732422,18.52538299560547,409.7150573730469,15.70379925,265.40228271484375,6.868928432,149.0775604248047,-3.781579256,84.91787719726562,-7.466574192,83.04670715332031,-1.891122699,51.98307418823242,3.794049024581909,36.74250411987305,-2.335069895,104.55659484863281,classical
classical.00055.8.wav,66149,0.18369969725608826,0.077628277,0.012866474688053131,3.4935113944811746e-05,1028.0455154375572,22461.43340209291,1282.5095458739052,31637.311479605814,1489.9320162259614,53150.76427629008,0.077246094,0.000590216,0.00021518,0.000191008,8.059950050665066e-05,1.4451832157647004e-06,184.5703125,-447.2887573,507.0871887207031,172.41091918945312,332.5660705566406,-12.22411823,49.249420166015625,9.616918563842773,68.56253051757812,4.610448360443115,47.287620544433594,8.363631248474121,22.683128356933594,-0.071207605,33.34360885620117,-6.005992889,23.856298446655273,-13.98991871,27.380537033081055,-6.910101414,19.60015106201172,-4.036061287,40.44365310668945,-5.419514179,31.462947845458984,-1.839283943,42.985984802246094,-2.551375866,130.9600372314453,-7.329189777,39.86304855,-2.052466869,32.01379395,-1.72765851,93.59962463378906,-6.676857471,123.19515991210938,-15.35217094,112.95446014404297,-11.63022327,83.14773559570312,classical
classical.00033.4.wav,66149,0.4486694037914276,0.090484932,0.001539299,1.4046197520656278e-06,969.6695314140891,79736.33227206374,1690.226139399954,187737.8257221264,2085.822002704327,1417863.520684503,0.028267728365384614,0.000111265,0.000356945,2.891151325457031e-06,5.814697578898631e-05,1.3857483338597376e-07,184.5703125,-654.4242554,4993.259766,149.9071502685547,1059.5321044921875,10.52779483795166,457.40435791015625,36.49939727783203,27.026426315307617,9.634399414,74.51831055,16.11327362060547,75.58335114,0.06662973,23.139217376708984,11.836634635925293,22.530330657958984,4.851196765899658,37.81122970581055,6.541668415,13.833873748779297,-0.763795376,57.63183594,2.103518248,41.95760726928711,-0.563136041,32.933685302734375,-0.620478928,90.3577652,-4.901877403,48.206581115722656,0.3526822626590729,54.83647155761719,-3.101218224,73.10988617,1.733758807182312,23.973186492919922,7.941705703735352,30.206321716308594,0.9709329605102539,15.246719360351562,classical
classical.00063.6.wav,66149,0.23729068040847778,0.080283374,0.013075743801891804,2.3525079086539336e-05,686.430777,6454.841642299388,1493.4057137844409,36190.37082817265,658.3362755408654,4187.575488012923,0.03197491,2.5709719347530565e-05,-0.001879358,0.00016381,-0.000188617,5.8870468819804955e-06,95.703125,-498.7412109,340.3436279296875,173.48374938964844,193.7483367919922,75.86353302001953,31.426788330078125,19.681364059448242,54.41325759887695,4.25668478,16.789249420166016,2.6194894313812256,54.420692443847656,-4.215152264,58.71783447265625,-6.732183456,27.65692901611328,-8.75451088,25.87455940246582,-10.36909389,20.29232406616211,-7.444494724,17.796403884887695,-3.791053295,17.547618865966797,-4.414579868,19.415733337402344,-5.813112259,34.526458740234375,-4.5273633,36.27952575683594,-0.992649734,20.776832580566406,1.693979263305664,14.352928161621094,0.1401771754026413,26.38118553161621,-1.400108218,21.578794479370117,-0.585559964,24.87175941467285,classical
classical.00048.4.wav,66149,0.3360963463783264,0.076583147,0.2034684419631958,0.002129765,1420.2198367226215,234918.23774176027,1620.1735318769117,199846.1895342604,2825.901630108173,1044757.9244667608,0.072915415,0.000840599,-0.000136066,0.032699763774871826,-0.001506077,0.00226148,161.4990234,-83.85178375,3643.930664,151.4861297607422,1771.578369140625,-31.88375473,220.5212402,31.810861587524414,53.18507766723633,4.741631507873535,88.43377685546875,12.285755157470703,41.97874069213867,-1.566076875,24.100109100341797,0.38961732387542725,19.941207885742188,-6.246923447,19.936996459960938,1.258643627166748,32.81688690185547,-6.88727808,32.35525131225586,-2.18266654,23.39783287,-5.018111229,28.448335647583008,-7.012427807,28.08495522,-6.482493401,13.54099178314209,-2.579042673,20.43810272216797,-8.332647324,22.38677978515625,-2.184942245,12.517057418823242,-4.345779896,27.654754638671875,-0.65138036,62.82092285,classical
classical.00057.9.wav,66149,0.2947643995285034,0.08025457,0.024999281391501427,1.5142737538553774e-05,1857.142740736359,56073.42466,2066.386247328435,25576.033372063273,3544.033954326923,245373.73723560537,0.10050706129807692,0.000333591,6.125815707491711e-05,0.000480336,0.000256611,3.2027070119511336e-05,95.703125,-258.6065063,414.8420104980469,113.01422882080078,169.0906219482422,-15.68505192,45.63982009887695,21.85693359,31.840328216552734,-0.356243014,23.302865982055664,1.3129768371582031,25.619760513305664,0.37280091643333435,29.958498001098633,5.325989723205566,22.224782943725586,1.874561071395874,31.305681228637695,-2.160485506,76.56103516,-10.52701569,69.51399993896484,-9.319290161,70.05367279052734,-8.883586884,129.7711181640625,-3.973894835,123.8416976928711,-1.498903275,51.290401458740234,-0.416602969,33.89440155029297,0.8879444003105164,45.059600830078125,-2.146802902,34.10150909423828,-8.490267754,31.295316696166992,-11.43597698,57.558998107910156,classical
classical.00007.7.wav,66149,0.27644315361976624,0.096830674,0.039943940937519073,0.001000719,1467.4994311934709,80247.67757828273,1678.401887707671,23987.57757656209,2942.843487079327,317144.5335001988,0.074136118,0.000714002,1.9191680621588603e-05,0.00231789,-0.000108369,5.966796743450686e-05,198.76802884615384,-303.2269287,9688.603516,129.58551025390625,106.2362060546875,-18.49731827,221.12730407714844,40.73061752319336,29.745649337768555,-6.255599022,102.96400451660156,12.541722297668457,79.18084716796875,-10.23457336,24.047266006469727,14.032453536987305,406.4163513183594,4.033016204833984,48.30318832397461,17.948339462280273,63.195133209228516,-1.912414551,238.94876098632812,4.237450122833252,65.33562469482422,-4.061724186,55.63239288330078,-1.117570877,105.8313980102539,-5.148041248,20.160245895385742,-0.259159505,51.62725830078125,-3.606797934,36.12322235107422,3.699115514755249,70.11584473,4.0510687828063965,51.89551926,2.367835045,86.74606323242188,classical
classical.00014.3.wav,66149,0.2464340180158615,0.081001073,0.065692551,0.000564447,1317.3451164472037,48949.92832927073,1380.8687935014962,36845.63875262531,2447.0000751201924,220008.50198833193,0.068626052,0.000304432,-8.68E-06,0.004141761,-3.29E-06,0.000169702,143.5546875,-220.6556091,2125.726563,161.38107299804688,234.7817383,-45.93490982,34.409305572509766,33.65917205810547,39.375797271728516,-12.69827747,76.98563385009766,6.4999847412109375,30.828855514526367,-19.00378609,59.06653976,-0.630962372,49.34320068359375,-9.046037674,68.65342712402344,8.888131141662598,26.83407211303711,-7.79229641,22.66646957397461,-0.567561686,48.39232254,-5.912354469,31.50284767150879,-1.437762499,41.63737106323242,2.191920518875122,28.57063102722168,2.938161611557007,14.341334342956543,-3.784735203,28.52513885498047,-3.58290863,21.149112701416016,-0.618789017,20.330249786376953,-7.23919487,24.693052291870117,classical
